,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.31935520000000006,0.0,0.319904,0.319568,0.319712,0.32056,0.32056,0.319936,0.32056,0.32168,0.31984,0.321216,0.319936,0.320704,0.32056,0.32056
Borda ranking,0.06731359999999999,0.319904,0.0,0.201968,0.13272,0.099456,0.099456,0.32232,0.099456,0.309184,0.320032,0.150672,0.32232,0.098688,0.099456,0.214848
Plurality ranking,0.23742480000000005,0.319568,0.201968,0.0,0.12328,0.256896,0.256896,0.33008,0.256896,0.3072,0.328576,0.269184,0.33008,0.256176,0.256896,0.288688
STV,0.174556,0.319712,0.13272,0.12328,0.0,0.205984,0.205984,0.320896,0.205984,0.314448,0.318608,0.226608,0.320896,0.205856,0.205984,0.257408
Approval Voting (AV),0.0703672,0.32056,0.099456,0.256896,0.205984,0.0,0.0,0.317024,0.0,0.314928,0.314736,0.125072,0.317024,0.018096,0.0,0.206016
Proportional Approval Voting (PAV),0.0703672,0.32056,0.099456,0.256896,0.205984,0.0,0.0,0.317024,0.0,0.314928,0.314736,0.125072,0.317024,0.018096,0.0,0.206016
Approval Chamberlin-Courant (CC),0.312748,0.319936,0.32232,0.33008,0.320896,0.317024,0.317024,0.0,0.317024,0.4,0.002288,0.332784,0.0,0.324144,0.317024,0.320864
Lexicographic Chamberlin-Courant (lex-CC),0.0703672,0.32056,0.099456,0.256896,0.205984,0.0,0.0,0.317024,0.0,0.314928,0.314736,0.125072,0.317024,0.018096,0.0,0.206016
Sequential Approval Chamberlin-Courant (seq-CC),0.3187784,0.32168,0.309184,0.3072,0.314448,0.314928,0.314928,0.4,0.314928,0.0,0.399408,0.296032,0.4,0.306496,0.314928,0.3108
Monroe's Approval Rule (Monroe),0.31046000000000007,0.31984,0.320032,0.328576,0.318608,0.314736,0.314736,0.002288,0.314736,0.399408,0.0,0.330544,0.002288,0.321856,0.314736,0.319088
Greedy Monroe,0.1416032,0.321216,0.150672,0.269184,0.226608,0.125072,0.125072,0.332784,0.125072,0.296032,0.330544,0.0,0.332784,0.122592,0.125072,0.219056
Minimax Approval Voting (MAV),0.312748,0.319936,0.32232,0.33008,0.320896,0.317024,0.317024,0.0,0.317024,0.4,0.002288,0.332784,0.0,0.324144,0.317024,0.320864
Method of Equal Shares (aka Rule X) with Phragmén phase,0.07456399999999999,0.320704,0.098688,0.256176,0.205856,0.018096,0.018096,0.324144,0.018096,0.306496,0.321856,0.122592,0.324144,0.0,0.018096,0.206528
E Pluribus Hugo (EPH),0.0703672,0.32056,0.099456,0.256896,0.205984,0.0,0.0,0.317024,0.0,0.314928,0.314736,0.125072,0.317024,0.018096,0.0,0.206016
Random Serial Dictator,0.21059439999999996,0.32056,0.214848,0.288688,0.257408,0.206016,0.206016,0.320864,0.206016,0.3108,0.319088,0.219056,0.320864,0.206528,0.206016,0.0
NN,,0.31935520000000006,0.06731359999999999,0.23742480000000005,0.174556,0.0703672,0.0703672,0.312748,0.0703672,0.3187784,0.31046000000000007,0.1416032,0.312748,0.07456399999999999,0.0703672,0.21059439999999996
