,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.444734,0.0,0.44461333333333336,0.44326666666666664,0.44408,0.44461333333333336,0.44426666666666664,0.44568,0.44566666666666666,0.44562666666666667,0.44438666666666665,0.44605333333333336,0.4441333333333333,0.44504,0.44472,0.44225333333333333
Borda ranking,0.0020653333333333335,0.44461333333333336,0.0,0.05228,0.024653333333333333,0.006666666666666667,0.010173333333333333,0.33322666666666667,0.33297333333333334,0.32721333333333336,0.13010666666666668,0.10773333333333333,0.4361466666666667,0.015253333333333334,0.00488,0.24822666666666668
Plurality ranking,0.05176,0.44326666666666664,0.05228,0.0,0.04294666666666667,0.051173333333333335,0.055213333333333336,0.32616,0.32592,0.3326,0.13986666666666667,0.13316,0.44125333333333333,0.059,0.05168,0.2581866666666667
STV,0.025386666666666675,0.44408,0.024653333333333333,0.04294666666666667,0.0,0.0276,0.02852,0.32797333333333334,0.32772,0.32550666666666667,0.13502666666666666,0.11225333333333333,0.43408,0.032933333333333335,0.026813333333333335,0.25362666666666667
Approval Voting (AV),0.004601333333333335,0.44461333333333336,0.006666666666666667,0.051173333333333335,0.0276,0.0,0.012133333333333333,0.33322666666666667,0.33297333333333334,0.3273066666666667,0.13012,0.10962666666666666,0.43518666666666667,0.01744,0.0021733333333333335,0.24838666666666667
Proportional Approval Voting (PAV),0.010053333333333336,0.44426666666666664,0.010173333333333333,0.055213333333333336,0.02852,0.012133333333333333,0.0,0.3248933333333333,0.32464,0.3264666666666667,0.12408,0.10685333333333333,0.43436,0.01296,0.01104,0.24938666666666667
Approval Chamberlin-Courant (CC),0.33322666666666656,0.44568,0.33322666666666667,0.32616,0.32797333333333334,0.33322666666666667,0.3248933333333333,0.0,0.00025333333333333333,0.32521333333333335,0.27741333333333335,0.29158666666666666,0.39886666666666665,0.32266666666666666,0.3331733333333333,0.34736
Lexicographic Chamberlin-Courant (lex-CC),0.3329733333333333,0.44566666666666666,0.33297333333333334,0.32592,0.32772,0.33297333333333334,0.32464,0.00025333333333333333,0.0,0.32496,0.27716,0.29133333333333333,0.39912,0.32241333333333333,0.33292,0.3472133333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.3273199999999999,0.44562666666666667,0.32721333333333336,0.3326,0.32550666666666667,0.3273066666666667,0.3264666666666667,0.32521333333333335,0.32496,0.0,0.42696,0.22270666666666666,0.4363066666666667,0.31408,0.32712,0.3518266666666667
Monroe's Approval Rule (Monroe),0.13011999999999999,0.44438666666666665,0.13010666666666668,0.13986666666666667,0.13502666666666666,0.13012,0.12408,0.27741333333333335,0.27716,0.42696,0.0,0.20486666666666667,0.4244,0.12686666666666666,0.13009333333333334,0.27970666666666666
Greedy Monroe,0.10852066666666667,0.44605333333333336,0.10773333333333333,0.13316,0.11225333333333333,0.10962666666666666,0.10685333333333333,0.29158666666666666,0.29133333333333333,0.22270666666666666,0.20486666666666667,0.0,0.44634666666666667,0.09472,0.109,0.27448
Minimax Approval Voting (MAV),0.43565466666666675,0.4441333333333333,0.4361466666666667,0.44125333333333333,0.43408,0.43518666666666667,0.43436,0.39886666666666665,0.39912,0.4363066666666667,0.4244,0.44634666666666667,0.0,0.4357066666666667,0.43545333333333336,0.43533333333333335
Method of Equal Shares (aka Rule X) with Phragmén phase,0.015240000000000004,0.44504,0.015253333333333334,0.059,0.032933333333333335,0.01744,0.01296,0.32266666666666666,0.32241333333333333,0.31408,0.12686666666666666,0.09472,0.4357066666666667,0.0,0.015786666666666668,0.25010666666666664
E Pluribus Hugo (EPH),0.003641333333333333,0.44472,0.00488,0.05168,0.026813333333333335,0.0021733333333333335,0.01104,0.3331733333333333,0.33292,0.32712,0.13009333333333334,0.109,0.43545333333333336,0.015786666666666668,0.0,0.24830666666666668
Random Serial Dictator,0.24826666666666666,0.44225333333333333,0.24822666666666668,0.2581866666666667,0.25362666666666667,0.24838666666666667,0.24938666666666667,0.34736,0.3472133333333333,0.3518266666666667,0.27970666666666666,0.27448,0.43533333333333335,0.25010666666666664,0.24830666666666668,0.0
NN,,0.444734,0.0020653333333333335,0.05176,0.025386666666666675,0.004601333333333335,0.010053333333333336,0.33322666666666656,0.3329733333333333,0.3273199999999999,0.13011999999999999,0.10852066666666667,0.43565466666666675,0.015240000000000004,0.003641333333333333,0.24826666666666666
